level_0,level_1,Name,join_artists,Score,Song_top,Song_attr
723,3952,1.0,1.0,2.0,Hailee Steinfeld - Most Girls,Hailee Steinfeld - Most Girls
727,3969,1.0,1.0,2.0,Halsey - Bad At Love,Halsey - Bad At Love
730,3992,1.0,1.0,2.0,Halsey - Not Afraid Anymore,Halsey - Not Afraid Anymore
731,3993,1.0,1.0,2.0,Halsey - Now Or Never,Halsey - Now Or Never
732,3964,1.0,1.0,2.0,Halsey - Strangers,Halsey - Strangers
734,4026,1.0,1.0,2.0,Harry Styles - Sign Of The Times,Harry Styles - Sign of the Times
735,4028,1.0,1.0,2.0,Harry Styles - Sweet Creature,Harry Styles - Sweet Creature
739,4149,1.0,1.0,2.0,Huncho Jack - Dubai Shit,Huncho Jack - Dubai Shit
740,4150,1.0,1.0,2.0,Huncho Jack - Eye 2 Eye,Huncho Jack - Eye 2 Eye
741,4152,1.0,1.0,2.0,Huncho Jack - Modern Slavery,Huncho Jack - Modern Slavery
742,4153,1.0,1.0,2.0,Huncho Jack - Motorcycle Patches,Huncho Jack - Motorcycle Patches
743,4154,1.0,1.0,2.0,Huncho Jack - Saint,Huncho Jack - Saint
747,4234,1.0,1.0,2.0,Imagine Dragons - Believer,Imagine Dragons - Believer
751,4247,1.0,1.0,2.0,Imagine Dragons - Thunder,Imagine Dragons - Thunder
752,4251,1.0,1.0,2.0,Imagine Dragons - Whatever It Takes,Imagine Dragons - Whatever It Takes
754,4315,1.0,1.0,2.0,J Balvin - Mi Gente,J Balvin - Mi Gente
778,4377,1.0,1.0,2.0,JAY - 4:44,JAY-Z - 4:44
779,4376,1.0,1.0,2.0,JAY - Bam,JAY-Z - Bam
786,4378,1.0,1.0,2.0,JAY - The Story Of O.J.,JAY-Z - The Story of O.J.
791,4428,1.0,1.0,2.0,Jacquees - At The Club,Jacquees - At The Club
847,4830,1.0,1.0,2.0,Jordan Davis - Singles You Up,Jordan Davis - Singles You Up
848,4834,1.0,1.0,2.0,Jordan Davis - Take It From Me,Jordan Davis - Take It From Me
867,4986,1.0,1.0,2.0,Julia Michaels - Issues,Julia Michaels - Issues
902,5182,1.0,1.0,2.0,Kane Brown - Found You,Kane Brown - Found You
904,5184,1.0,1.0,2.0,Kane Brown - Heaven,Kane Brown - Heaven
926,5253,1.0,1.0,2.0,Katy Perry - Chained To The Rhythm,Katy Perry - Chained To The Rhythm
930,5252,1.0,1.0,2.0,Katy Perry - Swish Swish,Katy Perry - Swish Swish
943,5292,1.0,1.0,2.0,Kelly Clarkson - Love So Soft,Kelly Clarkson - Love So Soft
953,5319,1.0,1.0,2.0,Kendrick Lamar - DNA.,Kendrick Lamar - DNA.
981,5353,1.0,1.0,2.0,Kesha - Praying,Kesha - Praying
996,5423,1.0,1.0,2.0,Khalid - Young Dumb & Broke,Khalid - Young Dumb & Broke
1009,5514,1.0,1.0,2.0,Kip Moore - Last Shot,Kip Moore - Last Shot
1010,5515,1.0,1.0,2.0,Kip Moore - More Girls Like You,Kip Moore - More Girls Like You
1019,5545,1.0,1.0,2.0,Kodak Black - Patty Cake,Kodak Black - Patty Cake
1023,5553,1.0,1.0,2.0,Kodak Black - Transportin',Kodak Black - Transportin'
1024,5554,1.0,1.0,2.0,Kodak Black - Tunnel Vision,Kodak Black - Tunnel Vision
1028,5607,1.0,1.0,2.0,Kygo - First Time,Kygo - First Time
1033,5694,1.0,1.0,2.0,Lady Antebellum - You Look Good,Lady A - You Look Good
1039,5708,1.0,1.0,2.0,Lady Gaga - The Cure,Lady Gaga - The Cure
1043,5738,1.0,1.0,2.0,Lana Del Rey - Love,Lana Del Rey - Love
1050,5810,1.0,1.0,2.0,Lee Brice - Boy,Lee Brice - Boy
1051,5814,1.0,1.0,2.0,Lee Brice - Rumor,Lee Brice - Rumor
1056,5885,1.0,1.0,2.0,Liam Payne - Strip That Down,Liam Payne - Strip That Down
1063,5915,1.0,1.0,2.0,Lil Baby - My Dawg,Lil Baby - My Dawg
1084,5987,1.0,1.0,2.0,Lil Peep - Awful Things,Lil Peep - Awful Things
1091,6034,1.0,1.0,2.0,Lil Pump - Gucci Gang,Lil Pump - Gucci Gang
1094,6044,1.0,1.0,2.0,Lil Skies - Lust,Lil Skies - Lust
1097,6103,1.0,1.0,2.0,Lil Uzi Vert - Dark Queen,Lil Uzi Vert - Dark Queen
1098,6109,1.0,1.0,2.0,Lil Uzi Vert - For Real,Lil Uzi Vert - For Real
1102,6125,1.0,1.0,2.0,Lil Uzi Vert - No Sleep Leak,Lil Uzi Vert - No Sleep Leak
1104,6136,1.0,1.0,2.0,Lil Uzi Vert - Sauce It Up,Lil Uzi Vert - Sauce It Up
1109,6148,1.0,1.0,2.0,Lil Uzi Vert - X,Lil Uzi Vert - X
1134,6166,1.0,1.0,2.0,Lil Xan - Betrayed,Lil Xan - Betrayed
1152,6258,1.0,1.0,2.0,Logic - Black SpiderMan,Logic - Black SpiderMan
1156,6274,1.0,1.0,2.0,Logic - Everybody,Logic - Everybody
1168,6306,1.0,1.0,2.0,Lorde - Green Light,Lorde - Green Light
1170,6308,1.0,1.0,2.0,Lorde - Liability,Lorde - Liability
1171,6313,1.0,1.0,2.0,Loren Allred - Never Enough,Loren Allred - Never Enough
1172,6386,1.0,1.0,2.0,Loud Luxury - Body,Loud Luxury - Body
1175,6427,1.0,1.0,2.0,Luis Fonsi - Echame La Culpa,Luis Fonsi - Échame La Culpa
1184,6441,1.0,1.0,2.0,Luke Bryan - Light It Up,Luke Bryan - Light It Up
1185,6442,1.0,1.0,2.0,Luke Bryan - Most People Are Good,Luke Bryan - Most People Are Good
1188,6446,1.0,1.0,2.0,"Luke Bryan - Sunrise, Sunburn, Sunset","Luke Bryan - Sunrise, Sunburn, Sunset"
1189,6447,1.0,1.0,2.0,Luke Bryan - What Makes You Country,Luke Bryan - What Makes You Country
1196,6495,1.0,1.0,2.0,Luke Combs - When It Rains It Pours,Luke Combs - When It Rains It Pours
1215,6722,1.0,1.0,2.0,Major Lazer - Know No Better,Major Lazer - Know No Better
1242,6824,1.0,1.0,2.0,Marshmello - Silence,Marshmello - Silence
1250,6836,1.0,1.0,2.0,Martin Garrix - Scared To Be Lonely,Martin Garrix - Scared to Be Lonely
1251,6839,1.0,1.0,2.0,Martin Garrix - There For You,Martin Garrix - There for You
1315,7058,1.0,1.0,2.0,Migos - Get Right Witcha,Migos - Get Right Witcha
1332,7101,1.0,1.0,2.0,Miley Cyrus - Malibu,Miley Cyrus - Malibu
1334,7106,1.0,1.0,2.0,Miley Cyrus - Younger Now,Miley Cyrus - Younger Now
1350,7371,1.0,1.0,2.0,NF - Let You Down,NF - Let You Down
1351,7372,1.0,1.0,2.0,NF - Lie,NF - Lie
1357,7458,1.0,1.0,2.0,Natti Natasha - Criminal,Natti Natasha - Criminal
1362,7499,1.0,1.0,2.0,Niall Horan - Slow Hands,Niall Horan - Slow Hands
1364,7502,1.0,1.0,2.0,Niall Horan - Too Much To Ask,Niall Horan - Too Much To Ask
1368,7503,1.0,1.0,2.0,Nick Jonas - Bom Bidi Bom,Nick Jonas - Bom Bidi Bom
1381,7513,1.0,1.0,2.0,Nicki Minaj - No Frauds,Nicki Minaj - No Frauds
1384,7530,1.0,1.0,2.0,Nicky Jam - El Amante,Nicky Jam - El Amante
1401,7656,1.0,1.0,2.0,Offset - Nightmare,Offset - Nightmare
1404,7671,1.0,1.0,2.0,Old Dominion - Hotel Key,Old Dominion - Hotel Key
1406,7674,1.0,1.0,2.0,Old Dominion - No Such Thing As A Broken Heart,Old Dominion - No Such Thing as a Broken Heart
1409,7680,1.0,1.0,2.0,Old Dominion - Written In The Sand,Old Dominion - Written in the Sand
1431,7783,1.0,1.0,2.0,P!nk - Beautiful Trauma,P!nk - Beautiful Trauma
1435,7785,1.0,1.0,2.0,P!nk - What About Us,P!nk - What About Us
1447,7850,1.0,1.0,2.0,Paramore - Hard Times,Paramore - Hard Times
1460,8024,1.0,1.0,2.0,Playboi Carti - Magnolia,Playboi Carti - Magnolia
1467,8129,1.0,1.0,2.0,Portugal. The Man - Feel It Still,Portugal. The Man - Feel It Still
1521,8375,1.0,1.0,2.0,Rascal Flatts - Yours If You Want It,Rascal Flatts - Yours If You Want It
1541,8604,1.0,1.0,2.0,Romeo Santos - Bella y Sensual,Romeo Santos - Bella y Sensual
1543,8607,1.0,1.0,2.0,Romeo Santos - Imitadora,Romeo Santos - Imitadora
1557,8830,1.0,1.0,2.0,Sam Hunt - Body Like A Back Road,Sam Hunt - Body Like A Back Road
1561,8866,1.0,1.0,2.0,Sam Smith - Too Good At Goodbyes,Sam Smith - Too Good At Goodbyes
1573,8962,1.0,1.0,2.0,Selena Gomez - Bad Liar,Selena Gomez - Bad Liar
1579,8959,1.0,1.0,2.0,Selena Gomez - Wolves,Selena Gomez - Wolves
1581,8992,1.0,1.0,2.0,Shakira - Me Enamore,Shakira - Me Enamoré
1589,9031,1.0,1.0,2.0,Shawn Mendes - There's Nothing Holdin' Me Back,Shawn Mendes - There's Nothing Holdin' Me Back
1599,9098,1.0,1.0,2.0,Sia - Helium,Sia - Helium
1608,9237,1.0,1.0,2.0,Sofia Carson - Chillin' Like A Villain,Sofia Carson - Chillin' Like a Villain
1623,9501,1.0,1.0,2.0,Tank - When We,Tank - When We
1624,9528,1.0,1.0,2.0,Tay - The Race,Tay-K - The Race
1625,9541,1.0,1.0,2.0,Taylor Swift - ...Ready For It?,Taylor Swift - ...Ready For It?
1627,9543,1.0,1.0,2.0,Taylor Swift - Call It What You Want,Taylor Swift - Call It What You Want
1628,9550,1.0,1.0,2.0,Taylor Swift - Delicate,Taylor Swift - Delicate
1629,9537,1.0,1.0,2.0,Taylor Swift - End Game,Taylor Swift - End Game
1630,9555,1.0,1.0,2.0,Taylor Swift - Gorgeous,Taylor Swift - Gorgeous
1631,9562,1.0,1.0,2.0,Taylor Swift - Look What You Made Me Do,Taylor Swift - Look What You Made Me Do
1652,9706,1.0,1.0,2.0,The Chainsmokers - Paris,The Chainsmokers - Paris
1661,9694,1.0,1.0,2.0,The Chainsmokers - Something Just Like This,The Chainsmokers - Something Just Like This
1703,9965,1.0,1.0,2.0,Thomas Rhett - Craving You,Thomas Rhett - Craving You
1705,9970,1.0,1.0,2.0,Thomas Rhett - Life Changes,Thomas Rhett - Life Changes
1707,9972,1.0,1.0,2.0,Thomas Rhett - Marry Me,Thomas Rhett - Marry Me
1708,9975,1.0,1.0,2.0,Thomas Rhett - Sixteen,Thomas Rhett - Sixteen
1710,9978,1.0,1.0,2.0,Thomas Rhett - Unforgettable,Thomas Rhett - Unforgettable
1716,10006,1.0,1.0,2.0,Tim McGraw - The Rest Of Our Life,Tim McGraw - The Rest of Our Life
1744,10160,1.0,1.0,2.0,Trey Songz - Nobody Else But You,Trey Songz - Nobody Else but You
1772,10524,1.0,1.0,2.0,WALK THE MOON - One Foot,WALK THE MOON - One Foot
1776,10551,1.0,1.0,2.0,Walker Hayes - You Broke Up With Me,Walker Hayes - You Broke Up with Me
1789,10705,1.0,1.0,2.0,XXXTENTACION - Carry On,XXXTENTACION - Carry On
1791,10707,1.0,1.0,2.0,XXXTENTACION - Depression & Obsession,XXXTENTACION - Depression & Obsession
1793,10708,1.0,1.0,2.0,XXXTENTACION - Everybody Dies In Their Nightmares,XXXTENTACION - Everybody Dies In Their Nightmares
1799,10716,1.0,1.0,2.0,XXXTENTACION - Jocelyn Flores,XXXTENTACION - Jocelyn Flores
1804,10723,1.0,1.0,2.0,XXXTENTACION - Revenge,XXXTENTACION - Revenge
1807,10727,1.0,1.0,2.0,XXXTENTACION - Save Me,XXXTENTACION - Save Me
1824,10810,1.0,1.0,2.0,Yella Beezy - That's On Me,Yella Beezy - That's On Me
1845,10934,1.0,1.0,2.0,YoungBoy Never Broke Again - No Smoke,YoungBoy Never Broke Again - No Smoke
1849,10957,1.0,1.0,2.0,YoungBoy Never Broke Again - Untouchable,YoungBoy Never Broke Again - Untouchable
1855,11024,1.0,1.0,2.0,Zac Brown Band - My Old Man,Zac Brown Band - My Old Man
1856,11027,1.0,1.0,2.0,Zac Efron - Rewrite The Stars,Zac Efron - Rewrite The Stars
1871,11056,1.0,1.0,2.0,Zedd - Stay,Zedd - Stay
2,146,1.0,1.0,2.0,2 Chainz - Gotta Lotta,2 Chainz - Gotta Lotta
22,174,1.0,1.0,2.0,21 Savage - No Heart,21 Savage - No Heart
100,747,1.0,1.0,2.0,Ariana Grande - Dangerous Woman,Ariana Grande - Dangerous Woman
110,752,1.0,1.0,2.0,Ariana Grande - Into You,Ariana Grande - Into You
111,735,1.0,1.0,2.0,Ariana Grande - Let Me Love You,Ariana Grande - Let Me Love You
119,738,1.0,1.0,2.0,Ariana Grande - Side To Side,Ariana Grande - Side To Side
151,1303,1.0,1.0,2.0,Beyonce - All Night,Beyoncé - All Night
153,1306,1.0,1.0,2.0,Beyonce - Daddy Lessons,Beyoncé - Daddy Lessons
155,1307,1.0,1.0,2.0,Beyonce - Formation,Beyoncé - Formation
158,1308,1.0,1.0,2.0,Beyonce - Hold Up,Beyoncé - Hold Up
159,1309,1.0,1.0,2.0,Beyonce - Love Drought,Beyoncé - Love Drought
160,1310,1.0,1.0,2.0,Beyonce - Pray You Catch Me,Beyoncé - Pray You Catch Me
161,1311,1.0,1.0,2.0,Beyonce - Sandcastles,Beyoncé - Sandcastles
162,1312,1.0,1.0,2.0,Beyonce - Sorry,Beyoncé - Sorry
200,1453,1.0,1.0,2.0,Blake Shelton - Came Here To Forget,Blake Shelton - Came Here to Forget
201,1454,1.0,1.0,2.0,Blake Shelton - Every Time I Hear That Song,Blake Shelton - Every Time I Hear That Song
207,1459,1.0,1.0,2.0,Blake Shelton - She's Got A Way With Words,Blake Shelton - She's Got a Way with Words
232,1631,1.0,1.0,2.0,Bruno Mars - 24K Magic,Bruno Mars - 24K Magic
233,1637,1.0,1.0,2.0,Bruno Mars - That's What I Like,Bruno Mars - That's What I Like
234,1639,1.0,1.0,2.0,Bruno Mars - Versace On The Floor,Bruno Mars - Versace on the Floor
307,1977,1.0,1.0,2.0,Childish Gambino - Redbone,Childish Gambino - Redbone
330,2031,1.0,1.0,2.0,Chris Lane - For Her,Chris Lane - For Her
356,2228,1.0,1.0,2.0,Cole Swindell - Middle Of A Memory,Cole Swindell - Middle of a Memory
360,2356,1.0,1.0,2.0,DJ Drama - Wishing,DJ Drama - Wishing
383,2366,1.0,1.0,2.0,DJ Luke Nasty - OTW,DJ Luke Nasty - OTW
384,2373,1.0,1.0,2.0,DJ Snake - Let Me Love You,DJ Snake - Let Me Love You
394,2438,1.0,1.0,2.0,Daddy Yankee - Shaky Shaky,Daddy Yankee - Shaky Shaky
398,2461,1.0,1.0,2.0,Dan + Shay - From The Ground Up,Dan + Shay - From the Ground Up
399,2463,1.0,1.0,2.0,Dan + Shay - How Not To,Dan + Shay - How Not To
420,2636,1.0,1.0,2.0,Demi Lovato - Body Say,Demi Lovato - Body Say
429,2673,1.0,1.0,2.0,Desiigner - Tiimmy Turner,Desiigner - Tiimmy Turner
431,2689,1.0,1.0,2.0,Dierks Bentley - Black,Dierks Bentley - Black
433,2687,1.0,1.0,2.0,Dierks Bentley - Different For Girls,Dierks Bentley - Different For Girls
434,2692,1.0,1.0,2.0,Dierks Bentley - Somewhere On A Beach,Dierks Bentley - Somewhere On A Beach
446,2840,1.0,1.0,2.0,Drake - 9,Drake - 9
454,2848,1.0,1.0,2.0,Drake - Controlla,Drake - Controlla
461,2823,1.0,1.0,2.0,Drake - Faithful,Drake - Faithful
463,2854,1.0,1.0,2.0,Drake - Feel No Ways,Drake - Feel No Ways
466,2856,1.0,1.0,2.0,Drake - Fire & Desire,Drake - Fire & Desire
471,2808,1.0,1.0,2.0,Drake - Grammys,Drake - Grammys
474,2861,1.0,1.0,2.0,Drake - Hype,Drake - Hype
482,2866,1.0,1.0,2.0,Drake - Keep The Family Close,Drake - Keep The Family Close
497,2832,1.0,1.0,2.0,Drake - One Dance,Drake - One Dance
503,2880,1.0,1.0,2.0,Drake - Redemption,Drake - Redemption
511,2885,1.0,1.0,2.0,Drake - Still Here,Drake - Still Here
513,2887,1.0,1.0,2.0,Drake - Summer Sixteen,Drake - Summer Sixteen
518,2827,1.0,1.0,2.0,Drake - Too Good,Drake - Too Good
520,2896,1.0,1.0,2.0,Drake - U With Me?,Drake - U With Me?
522,2897,1.0,1.0,2.0,Drake - Views,Drake - Views
523,2898,1.0,1.0,2.0,Drake - Weston Road Flows,Drake - Weston Road Flows
524,2822,1.0,1.0,2.0,Drake - With You,Drake - With You
536,2921,1.0,1.0,2.0,Dreezy - Body,Dreezy - Body
545,2962,1.0,1.0,2.0,Dwayne Johnson - You're Welcome,Dwayne Johnson - You're Welcome
606,3290,1.0,1.0,2.0,Fat Joe - All The Way Up,Fat Joe - All The Way Up
612,3318,1.0,1.0,2.0,Fetty Wap - Wake Up,Fetty Wap - Wake Up
615,3327,1.0,1.0,2.0,Fifth Harmony - That's My Girl,Fifth Harmony - That's My Girl
627,3387,1.0,1.0,2.0,"Florida Georgia Line - God, Your Mama, And Me","Florida Georgia Line - God, Your Mama, And Me"
628,3392,1.0,1.0,2.0,Florida Georgia Line - H.O.L.Y.,Florida Georgia Line - H.O.L.Y.
629,3388,1.0,1.0,2.0,Florida Georgia Line - May We All,Florida Georgia Line - May We All
631,3397,1.0,1.0,2.0,Florida Georgia Line - Smooth,Florida Georgia Line - Smooth
637,3448,1.0,1.0,2.0,Frank Ocean - Ivy,Frank Ocean - Ivy
638,3451,1.0,1.0,2.0,Frank Ocean - Nights,Frank Ocean - Nights
639,3452,1.0,1.0,2.0,Frank Ocean - Nikes,Frank Ocean - Nikes
640,3459,1.0,1.0,2.0,Frank Ocean - Solo,Frank Ocean - Solo
676,3586,1.0,1.0,2.0,Future - Wicked,Future - Wicked
697,3646,1.0,1.0,2.0,Galantis - No Money,Galantis - No Money
704,3776,1.0,1.0,2.0,Granger Smith - If The Boot Fits,Granger Smith - If the Boot Fits
711,3848,1.0,1.0,2.0,Gucci Mane - Back On Road,Gucci Mane - Back On Road
718,3906,1.0,1.0,2.0,Gwen Stefani - Make Me Like You,Gwen Stefani - Make Me Like You
725,3948,1.0,1.0,2.0,Hailee Steinfeld - Starving,Hailee Steinfeld - Starving
745,4224,1.0,1.0,2.0,Iggy Azalea - Team,Iggy Azalea - Team
760,4344,1.0,1.0,2.0,J. Cole - Deja Vu,J. Cole - Deja Vu
761,4362,1.0,1.0,2.0,J. Cole - Everybody Dies,J. Cole - everybody dies
762,4345,1.0,1.0,2.0,J. Cole - False Prophets,J. Cole - False Prophets
763,4346,1.0,1.0,2.0,J. Cole - Foldin Clothes,J. Cole - Foldin Clothes
764,4347,1.0,1.0,2.0,J. Cole - For Whom The Bell Tolls,J. Cole - For Whom The Bell Tolls
772,4354,1.0,1.0,2.0,J. Cole - Neighbors,J. Cole - Neighbors
776,4360,1.0,1.0,2.0,J. Cole - Ville Mentality,J. Cole - Ville Mentality
792,4448,1.0,1.0,2.0,Jake Owen - American Country Love Song,Jake Owen - American Country Love Song
798,4475,1.0,1.0,2.0,James Arthur - Say You Won't Let Go,James Arthur - Say You Won't Let Go
805,4518,1.0,1.0,2.0,Jason Aldean - A Little More Summertime,Jason Aldean - A Little More Summertime
806,4519,1.0,1.0,2.0,Jason Aldean - Any Ol' Barstool,Jason Aldean - Any Ol' Barstool
810,4522,1.0,1.0,2.0,Jason Aldean - Lights Come On,Jason Aldean - Lights Come On
812,4524,1.0,1.0,2.0,Jason Aldean - They Don't Know,Jason Aldean - They Don't Know
817,4532,1.0,1.0,2.0,Jason Derulo - If It Ain't Love,Jason Derulo - If It Ain't Love
822,4600,1.0,1.0,2.0,Jennifer Lopez - Ain't Your Mama,Jennifer Lopez - Ain't Your Mama
833,4719,1.0,1.0,2.0,John Legend - Love Me Now,John Legend - Love Me Now
835,4727,1.0,1.0,2.0,John Mayer - Love On The Weekend,John Mayer - Love on the Weekend
839,4798,1.0,1.0,2.0,Jon Pardi - Dirt On My Boots,Jon Pardi - Dirt On My Boots
841,4801,1.0,1.0,2.0,Jon Pardi - Heartache On The Dance Floor,Jon Pardi - Heartache On The Dance Floor
842,4802,1.0,1.0,2.0,Jon Pardi - Night Shift,Jon Pardi - Night Shift
883,5041,1.0,1.0,2.0,Justin Moore - Somebody Else Will,Justin Moore - Somebody Else Will
910,5207,1.0,1.0,2.0,Kanye West - FML,Kanye West - FML
912,5209,1.0,1.0,2.0,Kanye West - Famous,Kanye West - Famous
913,5211,1.0,1.0,2.0,Kanye West - Feedback,Kanye West - Feedback
919,5227,1.0,1.0,2.0,Kanye West - Ultralight Beam,Kanye West - Ultralight Beam
921,5229,1.0,1.0,2.0,Kanye West - Waves,Kanye West - Waves
929,5258,1.0,1.0,2.0,Katy Perry - Rise,Katy Perry - Rise
933,5273,1.0,1.0,2.0,Kehlani - Gangsta,Kehlani - Gangsta
935,5284,1.0,1.0,2.0,Keith Urban - Blue Ain't Your Color,Keith Urban - Blue Ain't Your Color
940,5282,1.0,1.0,2.0,Keith Urban - The Fighter,Keith Urban - The Fighter
941,5289,1.0,1.0,2.0,Keith Urban - Wasted Time,Keith Urban - Wasted Time
979,5351,1.0,1.0,2.0,Kent Jones - Don't Mind,Kent Jones - Don't Mind
1037,5705,1.0,1.0,2.0,Lady Gaga - Million Reasons,Lady Gaga - Million Reasons
1038,5706,1.0,1.0,2.0,Lady Gaga - Perfect Illusion,Lady Gaga - Perfect Illusion
1099,6121,1.0,1.0,2.0,Lil Uzi Vert - Money Longer,Lil Uzi Vert - Money Longer
1111,6150,1.0,1.0,2.0,Lil Uzi Vert - You Was Right,Lil Uzi Vert - You Was Right
1147,6227,1.0,1.0,2.0,Little Mix - Shout Out To My Ex,Little Mix - Shout Out to My Ex
1157,6276,1.0,1.0,2.0,Logic - Flexicution,Logic - Flexicution
1199,6539,1.0,1.0,2.0,MAX - Lights Down Low,MAX - Lights Down Low
1199,6540,1.0,1.0,2.0,MAX - Lights Down Low,MAX - Lights Down Low
1230,6785,1.0,1.0,2.0,Marian Hill - Down,Marian Hill - Down
1239,6828,1.0,1.0,2.0,Marshmello - Alone,Marshmello - Alone
1249,6831,1.0,1.0,2.0,Martin Garrix - In The Name Of Love,Martin Garrix - In the Name of Love
1259,6929,1.0,1.0,2.0,Meek Mill - Blue Notes,Meek Mill - Blue Notes
1336,7123,1.0,1.0,2.0,Miranda Lambert - Vice,Miranda Lambert - Vice
1363,7500,1.0,1.0,2.0,Niall Horan - This Town,Niall Horan - This Town
1366,7505,1.0,1.0,2.0,Nick Jonas - Close,Nick Jonas - Close
1383,7515,1.0,1.0,2.0,Nicki Minaj - Black Barbies,Nicki Minaj - Black Barbies
1421,7731,1.0,1.0,2.0,OneRepublic - Kids,OneRepublic - Kids
1422,7736,1.0,1.0,2.0,OneRepublic - Wherever I Go,OneRepublic - Wherever I Go
1437,7791,1.0,1.0,2.0,PARTYNEXTDOOR - Not Nice,PARTYNEXTDOOR - Not Nice
1439,7818,1.0,1.0,2.0,Panic! At The Disco - Bohemian Rhapsody,Panic! At The Disco - Bohemian Rhapsody
1473,8144,1.0,1.0,2.0,Post Malone - Congratulations,Post Malone - Congratulations
1474,8139,1.0,1.0,2.0,Post Malone - Deja Vu,Post Malone - Deja Vu
1475,8163,1.0,1.0,2.0,Post Malone - Go Flex,Post Malone - Go Flex
1476,8166,1.0,1.0,2.0,Post Malone - I Fall Apart,Post Malone - I Fall Apart
1510,8307,1.0,1.0,2.0,Rae Sremmurd - Black Beatles,Rae Sremmurd - Black Beatles
1512,8314,1.0,1.0,2.0,Rae Sremmurd - Look Alive,Rae Sremmurd - Look Alive
1514,8317,1.0,1.0,2.0,Rae Sremmurd - Swang,Rae Sremmurd - Swang
1522,8421,1.0,1.0,2.0,Red Hot Chili Peppers - Dark Necessities,Red Hot Chili Peppers - Dark Necessities
1532,8523,1.0,1.0,2.0,Rihanna - Love On The Brain,Rihanna - Love On The Brain
1533,8524,1.0,1.0,2.0,Rihanna - Needed Me,Rihanna - Needed Me
1534,8527,1.0,1.0,2.0,Rihanna - Sex With Me,Rihanna - Sex With Me
1535,8514,1.0,1.0,2.0,Rihanna - Work,Rihanna - Work
1583,8993,1.0,1.0,2.0,Shakira - Try Everything,Shakira - Try Everything
1598,9093,1.0,1.0,2.0,Sia - Cheap Thrills,Sia - Cheap Thrills
1600,9102,1.0,1.0,2.0,Sia - The Greatest,Sia - The Greatest
1647,9703,1.0,1.0,2.0,The Chainsmokers - All We Know,The Chainsmokers - All We Know
1648,9699,1.0,1.0,2.0,The Chainsmokers - Closer,The Chainsmokers - Closer
1649,9696,1.0,1.0,2.0,The Chainsmokers - Don't Let Me Down,The Chainsmokers - Don't Let Me Down
1664,9798,1.0,1.0,2.0,The Lumineers - Ophelia,The Lumineers - Ophelia
1667,9889,1.0,1.0,2.0,The Weeknd - All I Know,The Weeknd - All I Know
1668,9906,1.0,1.0,2.0,The Weeknd - Attention,The Weeknd - Attention
1672,9910,1.0,1.0,2.0,The Weeknd - Die For You,The Weeknd - Die For You
1675,9885,1.0,1.0,2.0,The Weeknd - I Feel It Coming,The Weeknd - I Feel It Coming
1679,9919,1.0,1.0,2.0,The Weeknd - Love To Lay,The Weeknd - Love To Lay
1680,9922,1.0,1.0,2.0,The Weeknd - Nothing Without You,The Weeknd - Nothing Without You
1681,9924,1.0,1.0,2.0,The Weeknd - Ordinary Life,The Weeknd - Ordinary Life
1682,9925,1.0,1.0,2.0,The Weeknd - Party Monster,The Weeknd - Party Monster
1686,9928,1.0,1.0,2.0,The Weeknd - Reminder,The Weeknd - Reminder
1687,9929,1.0,1.0,2.0,The Weeknd - Rockin',The Weeknd - Rockin’
1688,9932,1.0,1.0,2.0,The Weeknd - Secrets,The Weeknd - Secrets
1690,9893,1.0,1.0,2.0,The Weeknd - Sidewalks,The Weeknd - Sidewalks
1692,9886,1.0,1.0,2.0,The Weeknd - Starboy,The Weeknd - Starboy
1693,9898,1.0,1.0,2.0,The Weeknd - Stargirl Interlude,The Weeknd - Stargirl Interlude
1696,9938,1.0,1.0,2.0,The Weeknd - True Colors,The Weeknd - True Colors
1709,9976,1.0,1.0,2.0,Thomas Rhett - Star Of The Show,Thomas Rhett - Star Of The Show
1723,10109,1.0,1.0,2.0,Tove Lo - Cool Girl,Tove Lo - Cool Girl
1733,10148,1.0,1.0,2.0,Travis Scott - Goosebumps,Travis Scott - goosebumps
1770,10400,1.0,1.0,2.0,Ugly God - Water,Ugly God - Water
1819,10759,1.0,1.0,2.0,YG - Why You Always Hatin?,YG - Why You Always Hatin?
1826,10821,1.0,1.0,2.0,Yo Gotti - Down In The DM,Yo Gotti - Down In the DM
1832,10846,1.0,1.0,2.0,Young M.A - OOOUUU,Young M.A - OOOUUU
1837,10874,1.0,1.0,2.0,Young Thug - Digits,Young Thug - Digits
1839,10881,1.0,1.0,2.0,Young Thug - With Them,Young Thug - With Them
1840,10882,1.0,1.0,2.0,Young Thug - Wyclef Jean,Young Thug - Wyclef Jean
86,544,1.0,1.0,2.0,Ali Gatie - It's You,Ali Gatie - It's You
92,694,1.0,1.0,2.0,Anuel AA - Secreto,Anuel AA - Secreto
94,745,1.0,1.0,2.0,Ariana Grande - 7 Rings,Ariana Grande - 7 rings
97,767,1.0,1.0,2.0,Ariana Grande - Bloodline,Ariana Grande - bloodline
105,773,1.0,1.0,2.0,Ariana Grande - Ghostin,Ariana Grande - ghostin
113,756,1.0,1.0,2.0,Ariana Grande - NASA,Ariana Grande - NASA
128,868,1.0,1.0,2.0,Aventura - Inmortal,Aventura - Inmortal
129,875,1.0,1.0,2.0,Avicii - Heaven,Avicii - Heaven
